contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,gamma,theta,vega,rho
AAPL250417C00100000,AAPL,2025-04-17,100.0,call,105.7,97.17,96.5,72,97.85,105,0,14,2025-04-17,5.76039,0.00038,-0.67734,0.00231,0.00269
AAPL250417P00100000,AAPL,2025-04-17,100.0,put,0.01,0.01,0.0,0,0.01,2260,10,6803,2025-04-17,4.24976,6e-05,-0.0594,0.00028,-0.0
AAPL250417C00110000,AAPL,2025-04-17,110.0,call,86.68,86.92,85.6,105,88.25,1,378,582,2025-04-17,3.54358,0.0,-0.01305,0.0,0.00301
AAPL250417P00110000,AAPL,2025-04-17,110.0,put,0.01,0.01,0.0,0,0.01,1494,25,11325,2025-04-17,3.68422,8e-05,-0.05859,0.00032,-1e-05
AAPL250417C00115000,AAPL,2025-04-17,115.0,call,81.67,81.92,81.5,74,82.35,63,4,57,2025-04-17,3.33988,0.0,-0.01364,0.0,0.00315
AAPL250417P00115000,AAPL,2025-04-17,115.0,put,0.01,0.01,0.0,0,0.01,1195,15,4750,2025-04-17,3.41975,9e-05,-0.05815,0.00034,-1e-05
AAPL250417C00116000,AAPL,2025-04-17,116.0,call,79.82,81.3,80.6,55,82.0,105,2,12,2025-04-17,4.98313,0.00075,-1.0056,0.00398,0.00309
AAPL250417P00116000,AAPL,2025-04-17,116.0,put,0.0,0.01,0.0,0,0.01,500,0,351,2025-04-17,3.36823,0.0001,-0.05807,0.00034,-1e-05
AAPL250417C00117000,AAPL,2025-04-17,117.0,call,80.44,79.75,78.65,100,80.85,105,7,8,2025-04-17,3.2584,0.0,-0.01388,0.0,0.00321
AAPL250417P00117000,AAPL,2025-04-17,117.0,put,0.0,0.01,0.0,0,0.01,500,0,151,2025-04-17,3.31701,0.0001,-0.05797,0.00035,-1e-05
AAPL250417C00118000,AAPL,2025-04-17,118.0,call,78.6,79.3,78.45,90,80.15,105,4,5,2025-04-17,4.83953,0.00079,-1.00034,0.00408,0.00314
AAPL250417P00118000,AAPL,2025-04-17,118.0,put,0.0,0.01,0.0,0,0.01,500,0,44,2025-04-17,3.26625,0.0001,-0.05788,0.00035,-1e-05
AAPL250417C00119000,AAPL,2025-04-17,119.0,call,87.72,78.33,77.45,81,79.2,100,0,11,2025-04-17,4.83907,0.00085,-1.0726,0.00438,0.00316
AAPL250417P00119000,AAPL,2025-04-17,119.0,put,0.0,0.01,0.0,0,0.01,500,0,190,2025-04-17,3.21579,0.00011,-0.05776,0.00036,-1e-05
AAPL250417C00120000,AAPL,2025-04-17,120.0,call,76.82,77.28,76.35,96,78.2,105,62,151,2025-04-17,4.64929,0.00081,-0.9441,0.004,0.0032
AAPL250417P00120000,AAPL,2025-04-17,120.0,put,0.0,0.01,0.0,0,0.01,900,0,2806,2025-04-17,3.16579,0.00011,-0.05766,0.00036,-1e-05
AAPL250417C00121000,AAPL,2025-04-17,121.0,call,75.5,75.95,75.5,78,76.4,66,5,11,2025-04-17,3.09544,0.0,-0.01435,0.0,0.00331
AAPL250417P00121000,AAPL,2025-04-17,121.0,put,0.0,0.01,0.0,0,0.01,500,0,125,2025-04-17,3.11625,0.00011,-0.05757,0.00037,-1e-05
AAPL250417C00122000,AAPL,2025-04-17,122.0,call,73.31,74.88,74.45,81,75.3,64,4,13,2025-04-17,3.0547,0.0,-0.01447,0.0,0.00334
AAPL250417P00122000,AAPL,2025-04-17,122.0,put,0.0,0.01,0.0,0,0.02,4,0,93,2025-04-17,3.06701,0.00011,-0.05746,0.00037,-1e-05
AAPL250417C00123000,AAPL,2025-04-17,123.0,call,72.38,74.3,73.4,95,75.2,105,4,17,2025-04-17,4.49,0.00091,-0.98651,0.00433,0.00327
AAPL250417P00123000,AAPL,2025-04-17,123.0,put,0.0,0.01,0.0,0,0.01,21,0,2077,2025-04-17,3.01823,0.00012,-0.05737,0.00038,-1e-05
AAPL250417C00124000,AAPL,2025-04-17,124.0,call,82.72,72.88,72.45,89,73.3,52,0,4,2025-04-17,2.97322,0.0,-0.01471,0.0,0.0034
AAPL250417P00124000,AAPL,2025-04-17,124.0,put,0.0,0.01,0.0,0,0.02,4,0,359,2025-04-17,2.96976,0.00012,-0.05726,0.00039,-1e-05
AAPL250417C00125000,AAPL,2025-04-17,125.0,call,73.28,71.95,70.8,105,73.1,105,6,144,2025-04-17,2.93248,0.0,-0.01483,0.0,0.00342
AAPL250417P00125000,AAPL,2025-04-17,125.0,put,0.01,0.01,0.0,0,0.01,751,1,5466,2025-04-17,2.92159,0.00013,-0.05714,0.00039,-1e-05
AAPL250417C00126000,AAPL,2025-04-17,126.0,call,70.19,71.38,70.45,103,72.3,105,4,13,2025-04-17,4.45174,0.0011,-1.16999,0.00519,0.00333
AAPL250417P00126000,AAPL,2025-04-17,126.0,put,0.0,0.01,0.0,0,0.01,22,0,824,2025-04-17,2.87388,0.00013,-0.05704,0.0004,-1e-05
AAPL250417C00127000,AAPL,2025-04-17,127.0,call,68.97,70.28,69.45,89,71.1,105,4,12,2025-04-17,4.17461,0.00098,-0.92502,0.00436,0.00338
AAPL250417P00127000,AAPL,2025-04-17,127.0,put,0.0,0.01,0.0,0,0.01,3,0,275,2025-04-17,2.82647,0.00013,-0.05693,0.0004,-1e-05
AAPL250417C00128000,AAPL,2025-04-17,128.0,call,68.31,68.93,68.4,98,69.45,70,4,11,2025-04-17,2.81026,0.0,-0.01518,0.0,0.00351
AAPL250417P00128000,AAPL,2025-04-17,128.0,put,0.0,0.01,0.0,0,0.01,21,0,297,2025-04-17,2.77937,0.00014,-0.05682,0.00041,-1e-05
AAPL250417C00129000,AAPL,2025-04-17,129.0,call,67.1,67.85,66.7,105,69.0,105,4,38,2025-04-17,2.76952,0.0,-0.0153,0.0,0.00353
AAPL250417P00129000,AAPL,2025-04-17,129.0,put,0.0,0.01,0.0,0,0.02,4,0,280,2025-04-17,2.73272,0.00014,-0.05672,0.00042,-1e-05
AAPL250417C00130000,AAPL,2025-04-17,130.0,call,67.45,66.65,65.45,105,67.85,105,9,205,2025-04-17,2.72878,0.0,-0.01542,0.0,0.00356
AAPL250417P00130000,AAPL,2025-04-17,130.0,put,0.01,0.01,0.0,0,0.01,6000,20,1744,2025-04-17,2.68623,0.00015,-0.05659,0.00042,-1e-05
AAPL250417C00131000,AAPL,2025-04-17,131.0,call,65.56,65.83,64.7,100,66.95,105,4,15,2025-04-17,2.68804,0.0,-0.01554,0.0,0.00359
AAPL250417P00131000,AAPL,2025-04-17,131.0,put,0.0,0.01,0.0,0,0.01,21,0,191,2025-04-17,2.64019,0.00015,-0.05649,0.00043,-1e-05
AAPL250417C00132000,AAPL,2025-04-17,132.0,call,64.47,65.15,64.5,81,65.8,105,4,17,2025-04-17,3.51456,0.00084,-0.56673,0.00314,0.00355
AAPL250417P00132000,AAPL,2025-04-17,132.0,put,0.0,0.01,0.0,0,0.02,4,0,70,2025-04-17,2.59446,0.00016,-0.05638,0.00043,-1e-05
AAPL250417C00133000,AAPL,2025-04-17,133.0,call,63.42,63.5,61.9,1,65.1,105,4,8,2025-04-17,2.60656,0.0,-0.01578,0.0,0.00364
AAPL250417P00133000,AAPL,2025-04-17,133.0,put,0.0,0.01,0.0,0,0.01,1,0,204,2025-04-17,2.54889,0.00016,-0.05623,0.00044,-1e-05
AAPL250417C00134000,AAPL,2025-04-17,134.0,call,62.34,63.3,62.5,68,64.1,105,4,6,2025-04-17,3.76364,0.00125,-0.95285,0.00498,0.00355
AAPL250417P00134000,AAPL,2025-04-17,134.0,put,0.0,0.01,0.0,0,0.02,4,0,457,2025-04-17,2.50377,0.00017,-0.05612,0.00045,-1e-05
AAPL250417C00135000,AAPL,2025-04-17,135.0,call,61.81,61.95,61.45,90,62.45,66,8,72,2025-04-17,2.52508,0.0,-0.01601,0.0,0.0037
AAPL250417P00135000,AAPL,2025-04-17,135.0,put,0.0,0.01,0.0,0,0.01,3001,0,7702,2025-04-17,2.45895,0.00017,-0.05601,0.00046,-1e-05
AAPL250417C00136000,AAPL,2025-04-17,136.0,call,60.93,61.8,60.6,55,63.0,10,4,32,2025-04-17,4.34595,0.00195,-1.97265,0.00901,0.00348
AAPL250417P00136000,AAPL,2025-04-17,136.0,put,0.0,0.01,0.0,0,0.02,4,0,303,2025-04-17,2.41429,0.00018,-0.05586,0.00046,-1e-05
AAPL250417C00137000,AAPL,2025-04-17,137.0,call,59.61,60.17,59.4,98,60.95,105,4,12,2025-04-17,3.27905,0.00104,-0.61269,0.00364,0.00367
AAPL250417P00137000,AAPL,2025-04-17,137.0,put,0.0,0.01,0.0,0,0.01,120,0,457,2025-04-17,2.37008,0.00019,-0.05575,0.00047,-1e-05
AAPL250417C00138000,AAPL,2025-04-17,138.0,call,58.95,59.12,58.0,105,60.25,105,4,12,2025-04-17,3.06991,0.0009,-0.46893,0.00295,0.00372
AAPL250417P00138000,AAPL,2025-04-17,138.0,put,0.0,0.01,0.0,0,0.01,22,0,126,2025-04-17,2.32603,0.00019,-0.05561,0.00048,-1e-05
AAPL250417C00139000,AAPL,2025-04-17,139.0,call,56.2,57.83,56.6,105,59.05,105,0,65,2025-04-17,2.36212,0.0,-0.01649,0.0,0.00381
AAPL250417P00139000,AAPL,2025-04-17,139.0,put,0.01,0.01,0.0,0,0.02,4,20,581,2025-04-17,2.28228,0.0002,-0.05547,0.00049,-1e-05
AAPL250417C00140000,AAPL,2025-04-17,140.0,call,56.68,57.0,56.0,105,58.0,105,4,233,2025-04-17,2.04478,0.0001,-0.03833,0.00021,0.00383
AAPL250417P00140000,AAPL,2025-04-17,140.0,put,0.01,0.01,0.0,0,0.01,2222,2,9805,2025-04-17,2.23883,0.00021,-0.05534,0.00049,-1e-05
AAPL250417C00141000,AAPL,2025-04-17,141.0,call,55.7,56.15,55.25,105,57.05,105,4,13,2025-04-17,2.99415,0.00112,-0.54909,0.00356,0.00379
AAPL250417P00141000,AAPL,2025-04-17,141.0,put,0.0,0.01,0.0,0,0.02,4,0,1132,2025-04-17,2.19569,0.00022,-0.05521,0.0005,-1e-05
AAPL250417C00142000,AAPL,2025-04-17,142.0,call,54.31,54.83,53.55,105,56.1,105,4,14,2025-04-17,2.23989,0.0,-0.01684,0.0,0.00389
AAPL250417P00142000,AAPL,2025-04-17,142.0,put,0.01,0.01,0.0,0,0.01,21,1,399,2025-04-17,2.15271,0.00022,-0.05506,0.00051,-1e-05
AAPL250417C00143000,AAPL,2025-04-17,143.0,call,53.28,53.88,52.6,105,55.15,105,4,25,2025-04-17,2.19915,0.0,-0.01696,0.0,0.00392
AAPL250417P00143000,AAPL,2025-04-17,143.0,put,0.01,0.01,0.0,0,0.01,21,10,1567,2025-04-17,2.11002,0.00023,-0.05491,0.00052,-1e-05
AAPL250417C00144000,AAPL,2025-04-17,144.0,call,52.27,53.25,52.35,97,54.15,105,4,34,2025-04-17,3.05345,0.00158,-0.79911,0.00513,0.00383
AAPL250417P00144000,AAPL,2025-04-17,144.0,put,0.0,0.01,0.0,0,0.01,23,0,337,2025-04-17,2.06765,0.00024,-0.05478,0.00053,-1e-05
AAPL250417C00145000,AAPL,2025-04-17,145.0,call,48.4,52.22,51.55,58,52.9,105,0,408,2025-04-17,2.93485,0.00154,-0.72229,0.00481,0.00386
AAPL250417P00145000,AAPL,2025-04-17,145.0,put,0.01,0.01,0.0,0,0.01,1392,310,14910,2025-04-17,2.02542,0.00025,-0.05462,0.00054,-1e-05
AAPL250417C00146000,AAPL,2025-04-17,146.0,call,50.31,50.88,50.35,98,51.4,66,4,30,2025-04-17,2.07693,0.0,-0.01732,0.0,0.004
AAPL250417P00146000,AAPL,2025-04-17,146.0,put,0.0,0.01,0.0,0,0.01,51,0,8662,2025-04-17,1.9835,0.00026,-0.05447,0.00055,-1e-05
AAPL250417C00147000,AAPL,2025-04-17,147.0,call,54.9,50.25,49.3,105,51.2,105,0,73,2025-04-17,2.8786,0.00175,-0.78882,0.00536,0.0039
AAPL250417P00147000,AAPL,2025-04-17,147.0,put,0.01,0.01,0.0,0,0.01,117,1,887,2025-04-17,1.94174,0.00027,-0.0543,0.00056,-1e-05
AAPL250417C00148000,AAPL,2025-04-17,148.0,call,49.53,49.3,48.35,97,50.25,105,0,29,2025-04-17,2.90772,0.00197,-0.90105,0.00608,0.00391
AAPL250417P00148000,AAPL,2025-04-17,148.0,put,0.01,0.01,0.0,0,0.01,81,10,478,2025-04-17,1.90027,0.00028,-0.05414,0.00057,-1e-05
AAPL250417C00149000,AAPL,2025-04-17,149.0,call,49.32,47.92,47.45,89,48.4,66,3,24,2025-04-17,1.95471,0.0,-0.01767,0.0,0.00408
AAPL250417P00149000,AAPL,2025-04-17,149.0,put,0.01,0.01,0.0,0,0.01,25,1,448,2025-04-17,1.85912,0.00029,-0.054,0.00058,-1e-05
AAPL250417C00150000,AAPL,2025-04-17,150.0,call,46.9,47.0,45.0,100,49.0,100,29,490,2025-04-17,1.60196,0.00011,-0.03235,0.00018,0.00411
AAPL250417P00150000,AAPL,2025-04-17,150.0,put,0.01,0.01,0.0,0,0.01,3000,7,9843,2025-04-17,1.81811,0.00031,-0.05384,0.00059,-1e-05
AAPL250417C00152500,AAPL,2025-04-17,152.5,call,43.68,44.7,43.8,105,45.6,105,1,86,2025-04-17,2.47358,0.00194,-0.64951,0.00511,0.00406
AAPL250417P00152500,AAPL,2025-04-17,152.5,put,0.01,0.01,0.0,0,0.01,526,2,1689,2025-04-17,1.71644,0.00034,-0.0534,0.00062,-1e-05
AAPL250417C00155000,AAPL,2025-04-17,155.0,call,41.93,42.1,40.3,105,43.9,105,2,380,2025-04-17,2.10835,0.00153,-0.38038,0.00344,0.00417
AAPL250417P00155000,AAPL,2025-04-17,155.0,put,0.01,0.01,0.0,0,0.01,448,2,4585,2025-04-17,1.61613,0.00038,-0.05295,0.00066,-1e-05
AAPL250417C00157500,AAPL,2025-04-17,157.5,call,41.15,39.88,39.05,63,40.7,105,0,193,2025-04-17,2.46505,0.00311,-1.02288,0.00815,0.00411
AAPL250417P00157500,AAPL,2025-04-17,157.5,put,0.01,0.01,0.0,0,0.01,372,53,2829,2025-04-17,1.51705,0.00043,-0.05248,0.00069,-1e-05
AAPL250417C00160000,AAPL,2025-04-17,160.0,call,37.27,36.88,34.9,1,38.85,105,26,1028,2025-04-17,1.50657,0.0,-0.01898,0.0,0.00438
AAPL250417P00160000,AAPL,2025-04-17,160.0,put,0.01,0.01,0.0,0,0.01,452,24,9480,2025-04-17,1.41904,0.00049,-0.05195,0.00073,-1e-05
AAPL250417C00162500,AAPL,2025-04-17,162.5,call,34.8,34.53,34.1,50,34.95,72,1,1468,2025-04-17,1.48977,0.00112,-0.15102,0.00177,0.00442
AAPL250417P00162500,AAPL,2025-04-17,162.5,put,0.01,0.01,0.0,0,0.01,524,51,3744,2025-04-17,1.32224,0.00055,-0.05143,0.00078,-1e-05
AAPL250417C00165000,AAPL,2025-04-17,165.0,call,31.9,32.25,31.45,80,33.05,105,862,1507,2025-04-17,1.87787,0.0037,-0.71295,0.00739,0.00434
AAPL250417P00165000,AAPL,2025-04-17,165.0,put,0.01,0.01,0.0,0,0.01,2222,535,11277,2025-04-17,1.22636,0.00064,-0.05086,0.00083,-1e-05
AAPL250417C00167500,AAPL,2025-04-17,167.5,call,29.45,29.6,28.95,86,30.25,105,33,695,2025-04-17,1.49784,0.0028,-0.35303,0.00445,0.00449
AAPL250417P00167500,AAPL,2025-04-17,167.5,put,0.01,0.01,0.0,0,0.01,365,55,2959,2025-04-17,1.13124,0.00074,-0.05018,0.00089,-2e-05
AAPL250417C00170000,AAPL,2025-04-17,170.0,call,26.9,27.68,26.35,95,29.0,100,929,5201,2025-04-17,1.99341,0.00664,-1.42013,0.01406,0.00425
AAPL250417P00170000,AAPL,2025-04-17,170.0,put,0.01,0.01,0.0,0,0.01,679,880,20646,2025-04-17,1.03719,0.00087,-0.04954,0.00096,-2e-05
AAPL250417C00172500,AAPL,2025-04-17,172.5,call,24.6,24.48,23.4,135,25.55,138,57,849,2025-04-17,0.99732,0.0,-0.02046,0.0,0.00473
AAPL250417P00172500,AAPL,2025-04-17,172.5,put,0.01,0.01,0.0,0,0.01,747,96,3544,2025-04-17,0.94374,0.00103,-0.04879,0.00104,-2e-05
AAPL250417C00175000,AAPL,2025-04-17,175.0,call,21.85,22.6,21.5,71,23.7,139,297,1495,2025-04-17,1.63229,0.00854,-1.22832,0.01482,0.00436
AAPL250417P00175000,AAPL,2025-04-17,175.0,put,0.01,0.01,0.0,0,0.01,600,358,9761,2025-04-17,0.85076,0.00125,-0.0479,0.00113,-2e-05
AAPL250417C00177500,AAPL,2025-04-17,177.5,call,19.3,19.92,18.45,108,21.4,105,122,1198,2025-04-17,1.3573,0.00921,-0.92174,0.0133,0.00449
AAPL250417P00177500,AAPL,2025-04-17,177.5,put,0.02,0.01,0.0,0,0.01,23,261,4967,2025-04-17,0.75853,0.00154,-0.04703,0.00124,-2e-05
AAPL250417C00180000,AAPL,2025-04-17,180.0,call,16.8,17.0,15.95,106,18.05,106,463,3924,2025-04-17,0.69177,0.0,-0.02135,0.0,0.00493
AAPL250417P00180000,AAPL,2025-04-17,180.0,put,0.01,0.01,0.0,0,0.01,95,2244,15907,2025-04-17,0.66646,0.00195,-0.04596,0.00138,-3e-05
AAPL250417C00182500,AAPL,2025-04-17,182.5,call,14.35,14.5,13.45,100,15.55,106,243,1563,2025-04-17,0.58992,0.0,-0.02165,0.0,0.005
AAPL250417P00182500,AAPL,2025-04-17,182.5,put,0.01,0.01,0.0,0,0.01,352,6831,6502,2025-04-17,0.57454,0.00256,-0.04472,0.00156,-3e-05
AAPL250417C00185000,AAPL,2025-04-17,185.0,call,11.73,11.95,10.8,106,13.1,106,1105,4410,2025-04-17,0.48807,0.0,-0.02194,0.0,0.00507
AAPL250417P00185000,AAPL,2025-04-17,185.0,put,0.01,0.01,0.0,0,0.01,29,13547,14627,2025-04-17,0.48263,0.00351,-0.04334,0.0018,-3e-05
AAPL250417C00187500,AAPL,2025-04-17,187.5,call,9.51,9.15,8.4,137,9.9,88,373,1876,2025-04-17,0.38622,0.0,-0.02224,0.0,0.00514
AAPL250417P00187500,AAPL,2025-04-17,187.5,put,0.01,0.01,0.0,0,0.01,27,6353,10264,2025-04-17,0.3901,0.00516,-0.04155,0.00214,-4e-05
AAPL250417C00190000,AAPL,2025-04-17,190.0,call,6.95,7.55,6.5,66,8.6,106,2536,10282,2025-04-17,0.67668,0.03331,-0.82961,0.02396,0.00438
AAPL250417P00190000,AAPL,2025-04-17,190.0,put,0.01,0.01,0.0,0,0.01,50,30070,18688,2025-04-17,0.2965,0.00844,-0.03923,0.00266,-5e-05
AAPL250417C00192500,AAPL,2025-04-17,192.5,call,4.5,3.98,3.45,198,4.5,1,2617,2680,2025-04-17,0.18252,0.0,-0.02283,0.0,0.00527
AAPL250417P00192500,AAPL,2025-04-17,192.5,put,0.01,0.01,0.0,0,0.01,60,30657,4325,2025-04-17,0.20077,0.01692,-0.03593,0.00361,-7e-05
AAPL250417C00195000,AAPL,2025-04-17,195.0,call,1.93,1.9,1.8,2,2.0,2,35516,11803,2025-04-17,0.08067,0.0,-0.02313,0.0,0.00534
AAPL250417P00195000,AAPL,2025-04-17,195.0,put,0.01,0.01,0.0,0,0.01,36,87909,13783,2025-04-17,0.10017,0.05746,-0.03005,0.00612,-0.00014
AAPL250417C00197500,AAPL,2025-04-17,197.5,call,0.05,0.06,0.04,88,0.07,76,82761,6693,2025-04-17,0.05504,0.48044,-0.08184,0.02811,0.00103
AAPL250417P00197500,AAPL,2025-04-17,197.5,put,0.52,0.55,0.42,1,0.68,1,46394,4138,2025-04-17,0.05276,0.4846,-0.0525,0.02718,-0.00443
AAPL250417C00200000,AAPL,2025-04-17,200.0,call,0.01,0.01,0.01,12,0.02,218,82482,27254,2025-04-17,0.13904,0.03261,-0.03395,0.00482,0.0001
AAPL250417P00200000,AAPL,2025-04-17,200.0,put,2.9,3.1,3.0,6,3.2,11,23600,27188,2025-04-17,0.2212,0.07533,-0.17443,0.01771,-0.00496
AAPL250417C00202500,AAPL,2025-04-17,202.5,call,0.01,0.01,0.01,65,0.02,105,21678,13474,2025-04-17,0.23263,0.01312,-0.03801,0.00324,7e-05
AAPL250417P00202500,AAPL,2025-04-17,202.5,put,5.55,5.6,5.5,2,5.7,10,1064,3456,2025-04-17,0.34803,0.03601,-0.20935,0.01332,-0.00519
AAPL250417C00205000,AAPL,2025-04-17,205.0,call,0.01,0.01,0.0,0,0.01,292,12030,22673,2025-04-17,0.32059,0.0074,-0.04065,0.00252,5e-05
AAPL250417P00205000,AAPL,2025-04-17,205.0,put,7.95,7.88,6.85,105,8.9,105,5084,15312,2025-04-17,0.32674,0.0,0.02432,0.0,-0.00562
AAPL250417C00207500,AAPL,2025-04-17,207.5,call,0.01,0.01,0.0,0,0.01,453,9153,10757,2025-04-17,0.40473,0.00487,-0.04261,0.0021,4e-05
AAPL250417P00207500,AAPL,2025-04-17,207.5,put,11.23,10.43,9.3,105,11.55,105,243,1937,2025-04-17,0.42859,0.0,0.02461,0.0,-0.00568
AAPL250417C00210000,AAPL,2025-04-17,210.0,call,0.01,0.01,0.0,0,0.01,996,6892,27542,2025-04-17,0.48598,0.00351,-0.04419,0.00181,3e-05
AAPL250417P00210000,AAPL,2025-04-17,210.0,put,13.0,13.07,11.8,105,14.35,104,1677,9870,2025-04-17,0.64146,0.01019,-0.19859,0.00695,-0.00559
AAPL250417C00212500,AAPL,2025-04-17,212.5,call,0.01,0.01,0.0,0,0.01,899,7010,14494,2025-04-17,0.56479,0.00268,-0.0455,0.00161,3e-05
AAPL250417P00212500,AAPL,2025-04-17,212.5,put,15.65,15.8,15.05,53,16.55,101,208,550,2025-04-17,0.9663,0.01356,-0.6492,0.01393,-0.00545
AAPL250417C00215000,AAPL,2025-04-17,215.0,call,0.01,0.01,0.0,0,0.01,2226,1915,31102,2025-04-17,0.64146,0.00213,-0.04659,0.00145,3e-05
AAPL250417P00215000,AAPL,2025-04-17,215.0,put,18.24,18.02,16.75,101,19.3,101,473,12904,2025-04-17,0.71539,0.0037,-0.07546,0.00282,-0.00583
AAPL250417C00217500,AAPL,2025-04-17,217.5,call,0.01,0.01,0.0,0,0.01,699,2354,11844,2025-04-17,0.71631,0.00174,-0.04757,0.00133,2e-05
AAPL250417P00217500,AAPL,2025-04-17,217.5,put,20.6,20.35,19.75,120,20.95,59,98,16,2025-04-17,0.83599,0.0,0.0258,0.0,-0.00596
AAPL250417C00220000,AAPL,2025-04-17,220.0,call,0.01,0.01,0.0,0,0.01,2095,1741,36623,2025-04-17,0.78948,0.00146,-0.04843,0.00122,2e-05
AAPL250417P00220000,AAPL,2025-04-17,220.0,put,23.0,23.52,22.05,101,25.0,101,509,8220,2025-04-17,1.45882,0.00985,-1.08958,0.01527,-0.00561
AAPL250417C00222500,AAPL,2025-04-17,222.5,call,0.01,0.01,0.0,0,0.01,959,1044,9283,2025-04-17,0.86112,0.00125,-0.04921,0.00114,2e-05
AAPL250417P00222500,AAPL,2025-04-17,222.5,put,24.55,25.8,24.35,100,27.25,100,6,86,2025-04-17,1.3983,0.00737,-0.74118,0.01096,-0.00582
AAPL250417C00225000,AAPL,2025-04-17,225.0,call,0.01,0.01,0.0,0,0.01,1495,904,31345,2025-04-17,0.9314,0.00108,-0.04994,0.00107,2e-05
AAPL250417P00225000,AAPL,2025-04-17,225.0,put,29.0,28.0,27.0,100,29.0,100,121,4784,2025-04-17,0.89573,0.00083,-0.00883,0.00079,-0.00615
AAPL250417C00227500,AAPL,2025-04-17,227.5,call,0.01,0.01,0.0,0,0.01,750,99,7777,2025-04-17,1.0003,0.00095,-0.05059,0.00101,2e-05
AAPL250417P00227500,AAPL,2025-04-17,227.5,put,0.0,30.42,29.15,100,31.7,100,0,3,2025-04-17,1.24339,0.0,0.02699,0.0,-0.00623
AAPL250417C00230000,AAPL,2025-04-17,230.0,call,0.01,0.01,0.0,0,0.01,4038,1500,31189,2025-04-17,1.06798,0.00084,-0.05121,0.00096,2e-05
AAPL250417P00230000,AAPL,2025-04-17,230.0,put,33.1,32.85,31.0,1,34.7,100,92,8428,2025-04-17,1.34524,0.0,0.02728,0.0,-0.0063
AAPL250417C00232500,AAPL,2025-04-17,232.5,call,0.01,0.01,0.0,0,0.01,739,105,6012,2025-04-17,1.13444,0.00076,-0.05176,0.00091,2e-05
AAPL250417P00232500,AAPL,2025-04-17,232.5,put,0.0,35.42,34.15,100,36.7,100,0,9,2025-04-17,1.44709,0.0,0.02758,0.0,-0.00637
AAPL250417C00235000,AAPL,2025-04-17,235.0,call,0.01,0.01,0.0,0,0.01,2231,461,27964,2025-04-17,1.19983,0.00068,-0.05229,0.00087,1e-05
AAPL250417P00235000,AAPL,2025-04-17,235.0,put,37.69,38.0,37.5,83,38.5,66,9,4912,2025-04-17,1.17316,0.00058,-0.01477,0.00073,-0.00643
AAPL250417C00237500,AAPL,2025-04-17,237.5,call,0.01,0.01,0.0,0,0.01,2124,202,4983,2025-04-17,1.26416,0.00062,-0.05278,0.00083,1e-05
AAPL250417P00237500,AAPL,2025-04-17,237.5,put,39.88,40.42,39.15,100,41.7,100,2,0,2025-04-17,1.65079,0.0,0.02817,0.0,-0.00651
AAPL250417C00240000,AAPL,2025-04-17,240.0,call,0.01,0.01,0.0,0,0.01,2224,203,47186,2025-04-17,1.32742,0.00057,-0.05323,0.0008,1e-05
AAPL250417P00240000,AAPL,2025-04-17,240.0,put,42.75,43.1,42.45,91,43.75,100,39,4420,2025-04-17,1.7457,0.00237,-0.35555,0.0044,-0.00648
AAPL250417C00242500,AAPL,2025-04-17,242.5,call,0.01,0.01,0.0,0,0.01,1945,8,6201,2025-04-17,1.38977,0.00052,-0.05367,0.00077,1e-05
AAPL250417P00242500,AAPL,2025-04-17,242.5,put,44.88,45.42,44.15,100,46.7,100,2,0,2025-04-17,1.85449,0.0,0.02876,0.0,-0.00664
AAPL250417C00245000,AAPL,2025-04-17,245.0,call,0.01,0.01,0.0,0,0.01,2395,78,22986,2025-04-17,1.4512,0.00048,-0.05409,0.00074,1e-05
AAPL250417P00245000,AAPL,2025-04-17,245.0,put,48.2,47.85,46.95,100,48.75,100,28,396,2025-04-17,1.95634,0.0,0.02906,0.0,-0.00671
AAPL250417C00250000,AAPL,2025-04-17,250.0,call,0.01,0.01,0.0,0,0.01,2978,44,19513,2025-04-17,1.57147,0.00042,-0.0549,0.0007,1e-05
AAPL250417P00250000,AAPL,2025-04-17,250.0,put,52.35,52.92,51.65,100,54.2,100,4,83,2025-04-17,2.16004,0.0,0.02965,0.0,-0.00685
AAPL250417C00255000,AAPL,2025-04-17,255.0,call,0.01,0.01,0.0,0,0.01,906,81,17040,2025-04-17,1.68824,0.00037,-0.05558,0.00066,1e-05
AAPL250417P00255000,AAPL,2025-04-17,255.0,put,58.91,57.92,56.65,100,59.2,100,8,53,2025-04-17,2.36375,0.0,0.03025,0.0,-0.00699
AAPL250417C00260000,AAPL,2025-04-17,260.0,call,0.01,0.01,0.0,0,0.01,1207,18,17722,2025-04-17,1.80195,0.00033,-0.05621,0.00062,1e-05
AAPL250417P00260000,AAPL,2025-04-17,260.0,put,0.0,62.92,61.65,100,64.2,100,0,23,2025-04-17,2.56745,0.0,0.03084,0.0,-0.00712
AAPL250417C00265000,AAPL,2025-04-17,265.0,call,0.01,0.01,0.0,0,0.01,1507,13,23344,2025-04-17,1.91293,0.00029,-0.05685,0.00059,1e-05
AAPL250417P00265000,AAPL,2025-04-17,265.0,put,0.0,67.93,66.65,100,69.2,100,0,0,2025-04-17,2.77115,0.0,0.03143,0.0,-0.00726
