contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,gamma,theta,vega,rho
AAPL260618C00115000,AAPL,2026-06-18,115.0,call,95.35,90.03,89.4,13,90.65,39,0,233,2025-04-17,0.39482,0.00133,-0.02245,0.23922,1.12294
AAPL260618P00115000,AAPL,2026-06-18,115.0,put,3.3,3.4,3.25,78,3.55,22,6,997,2025-04-17,0.43446,0.00142,-0.01229,0.28093,-0.19735
AAPL260618C00120000,AAPL,2026-06-18,120.0,call,91.2,85.65,85.3,6,86.0,3,0,484,2025-04-17,0.38552,0.00153,-0.02381,0.26833,1.1539
AAPL260618P00120000,AAPL,2026-06-18,120.0,put,3.85,3.95,3.8,32,4.1,18,1,2473,2025-04-17,0.42699,0.00161,-0.01334,0.31289,-0.22763
AAPL260618C00125000,AAPL,2026-06-18,125.0,call,83.15,81.47,80.95,2,82.0,4,3,159,2025-04-17,0.38156,0.00176,-0.02556,0.30527,1.17568
AAPL260618P00125000,AAPL,2026-06-18,125.0,put,0.0,4.5,4.35,55,4.65,5,0,950,2025-04-17,0.41784,0.00182,-0.01422,0.34431,-0.25867
AAPL260618C00130000,AAPL,2026-06-18,130.0,call,82.05,77.28,76.9,2,77.65,5,0,349,2025-04-17,0.37501,0.002,-0.0271,0.34067,1.19717
AAPL260618P00130000,AAPL,2026-06-18,130.0,put,0.0,5.17,5.05,15,5.3,17,0,877,2025-04-17,0.41083,0.00203,-0.01523,0.37879,-0.29508
AAPL260618C00135000,AAPL,2026-06-18,135.0,call,71.51,73.38,73.0,4,73.75,6,0,753,2025-04-17,0.3744,0.00226,-0.02907,0.384,1.2069
AAPL260618P00135000,AAPL,2026-06-18,135.0,put,5.7,5.92,5.8,26,6.05,6,5,596,2025-04-17,0.40412,0.00226,-0.01621,0.4143,-0.33495
AAPL260618C00140000,AAPL,2026-06-18,140.0,call,69.8,69.3,68.95,6,69.65,5,5,431,2025-04-17,0.36677,0.00252,-0.03045,0.4203,1.22258
AAPL260618P00140000,AAPL,2026-06-18,140.0,put,0.0,6.7,6.55,52,6.85,5,0,1919,2025-04-17,0.3965,0.0025,-0.01705,0.4495,-0.37676
AAPL260618C00145000,AAPL,2026-06-18,145.0,call,66.09,65.43,64.95,2,65.9,6,7,241,2025-04-17,0.36251,0.0028,-0.03203,0.46077,1.22962
AAPL260618P00145000,AAPL,2026-06-18,145.0,put,7.59,7.62,7.45,17,7.8,15,2,793,2025-04-17,0.39055,0.00274,-0.01795,0.48649,-0.42418
AAPL260618C00150000,AAPL,2026-06-18,150.0,call,61.0,61.58,61.2,2,61.95,10,1,847,2025-04-17,0.35671,0.00309,-0.0334,0.49986,1.23507
AAPL260618P00150000,AAPL,2026-06-18,150.0,put,8.69,8.62,8.45,19,8.8,10,45,4274,2025-04-17,0.38461,0.003,-0.01875,0.52339,-0.47502
AAPL260618C00155000,AAPL,2026-06-18,155.0,call,58.92,57.9,57.55,6,58.25,6,2,358,2025-04-17,0.35245,0.00338,-0.03481,0.54014,1.23419
AAPL260618P00155000,AAPL,2026-06-18,155.0,put,9.95,9.72,9.5,138,9.95,15,50,1095,2025-04-17,0.37897,0.00326,-0.01948,0.56013,-0.52979
AAPL260618C00160000,AAPL,2026-06-18,160.0,call,52.53,54.42,54.2,18,54.65,7,1,1001,2025-04-17,0.35001,0.00366,-0.03625,0.58097,1.22643
AAPL260618P00160000,AAPL,2026-06-18,160.0,put,11.11,10.9,10.7,30,11.1,11,1,7694,2025-04-17,0.37318,0.00352,-0.02008,0.59605,-0.58788
AAPL260618C00165000,AAPL,2026-06-18,165.0,call,50.9,50.75,50.3,2,51.2,6,8,713,2025-04-17,0.34254,0.00397,-0.03715,0.61713,1.22257
AAPL260618P00165000,AAPL,2026-06-18,165.0,put,12.2,12.3,12.0,17,12.6,4,85,4674,2025-04-17,0.36937,0.00377,-0.02072,0.63191,-0.65234
AAPL260618C00170000,AAPL,2026-06-18,170.0,call,48.45,47.38,47.05,6,47.7,6,5,1928,2025-04-17,0.33827,0.00426,-0.03817,0.654,1.2097
AAPL260618P00170000,AAPL,2026-06-18,170.0,put,13.68,13.65,13.45,12,13.85,13,102,2771,2025-04-17,0.36327,0.00403,-0.02102,0.66514,-0.71704
AAPL260618C00175000,AAPL,2026-06-18,175.0,call,43.2,44.05,43.65,6,44.45,5,1,568,2025-04-17,0.33309,0.00455,-0.03896,0.68849,1.19428
AAPL260618P00175000,AAPL,2026-06-18,175.0,put,15.1,15.18,14.95,20,15.4,6,17,3715,2025-04-17,0.35839,0.00429,-0.02127,0.69709,-0.78694
AAPL260618C00180000,AAPL,2026-06-18,180.0,call,42.15,40.98,40.7,6,41.25,20,6,1624,2025-04-17,0.33004,0.00481,-0.03976,0.72131,1.17199
AAPL260618P00180000,AAPL,2026-06-18,180.0,put,16.8,16.92,16.65,12,17.2,4,153,2717,2025-04-17,0.35504,0.00451,-0.02149,0.72715,-0.8621
AAPL260618C00185000,AAPL,2026-06-18,185.0,call,38.12,37.75,37.4,6,38.1,8,3,1081,2025-04-17,0.32303,0.00512,-0.04006,0.75036,1.15123
AAPL260618P00185000,AAPL,2026-06-18,185.0,put,18.94,18.77,18.5,47,19.05,10,430,1899,2025-04-17,0.35153,0.00473,-0.02152,0.75442,-0.94008
AAPL260618C00190000,AAPL,2026-06-18,190.0,call,35.32,35.05,34.85,2,35.25,5,2,5190,2025-04-17,0.32165,0.00532,-0.04063,0.77714,1.11993
AAPL260618P00190000,AAPL,2026-06-18,190.0,put,20.65,20.6,20.4,32,20.8,6,24,5598,2025-04-17,0.3462,0.00495,-0.02123,0.77858,-1.01905
AAPL260618C00195000,AAPL,2026-06-18,195.0,call,32.91,32.08,31.7,2,32.45,8,9,2108,2025-04-17,0.3151,0.00559,-0.04058,0.79983,1.09108
AAPL260618P00195000,AAPL,2026-06-18,195.0,put,22.35,22.75,22.4,12,23.1,4,1,972,2025-04-17,0.3436,0.00513,-0.02098,0.79966,-1.1036
AAPL260618C00200000,AAPL,2026-06-18,200.0,call,29.45,29.4,29.1,4,29.7,9,15,4773,2025-04-17,0.31068,0.00581,-0.0405,0.81876,1.05662
AAPL260618P00200000,AAPL,2026-06-18,200.0,put,24.96,25.02,24.7,17,25.35,5,22,4490,2025-04-17,0.34101,0.00528,-0.02056,0.81717,-1.19036
AAPL260618C00205000,AAPL,2026-06-18,205.0,call,27.8,26.85,26.6,5,27.1,12,63,3465,2025-04-17,0.30641,0.00599,-0.04024,0.83344,1.01902
AAPL260618P00205000,AAPL,2026-06-18,205.0,put,27.7,27.33,27.1,19,27.55,6,70,1936,2025-04-17,0.33751,0.00542,-0.01988,0.83108,-1.27857
AAPL260618C00210000,AAPL,2026-06-18,210.0,call,24.45,24.5,24.3,32,24.7,9,171,4487,2025-04-17,0.3029,0.00614,-0.03984,0.84355,0.97842
AAPL260618P00210000,AAPL,2026-06-18,210.0,put,30.05,29.95,29.45,6,30.45,2,1,4058,2025-04-17,0.33614,0.00551,-0.01922,0.84107,-1.36965
AAPL260618C00215000,AAPL,2026-06-18,215.0,call,22.27,22.17,21.95,9,22.4,12,4,3097,2025-04-17,0.29818,0.00627,-0.03913,0.84903,0.93588
AAPL260618P00215000,AAPL,2026-06-18,215.0,put,0.0,32.75,32.15,6,33.35,2,0,1258,2025-04-17,0.33568,0.00556,-0.01848,0.84725,-1.46197
AAPL260618C00220000,AAPL,2026-06-18,220.0,call,20.4,19.98,19.75,5,20.2,9,4,3958,2025-04-17,0.29345,0.00638,-0.03823,0.84958,0.89098
AAPL260618P00220000,AAPL,2026-06-18,220.0,put,0.0,35.47,35.05,9,35.9,10,0,2248,2025-04-17,0.33278,0.00563,-0.01735,0.84988,-1.55466
AAPL260618C00225000,AAPL,2026-06-18,225.0,call,18.0,18.07,17.9,7,18.25,32,35,2866,2025-04-17,0.29056,0.00641,-0.03732,0.8453,0.84462
AAPL260618P00225000,AAPL,2026-06-18,225.0,put,0.0,38.53,38.1,13,38.95,10,0,1678,2025-04-17,0.33248,0.00563,-0.01634,0.84894,-1.64806
AAPL260618C00230000,AAPL,2026-06-18,230.0,call,16.8,16.15,15.95,18,16.35,31,66,6536,2025-04-17,0.28614,0.00644,-0.03609,0.83595,0.79655
AAPL260618P00230000,AAPL,2026-06-18,230.0,put,0.0,41.95,41.05,82,42.85,231,0,2520,2025-04-17,0.33537,0.00555,-0.01554,0.84518,-1.74045
AAPL260618C00235000,AAPL,2026-06-18,235.0,call,14.8,14.48,14.3,1,14.65,12,12,6179,2025-04-17,0.28309,0.0064,-0.03484,0.82217,0.74837
AAPL260618P00235000,AAPL,2026-06-18,235.0,put,45.18,45.08,44.6,48,45.55,99,1,647,2025-04-17,0.33354,0.00553,-0.01413,0.838,-1.8337
AAPL260618C00240000,AAPL,2026-06-18,240.0,call,13.3,12.85,12.65,31,13.05,12,37,3684,2025-04-17,0.27912,0.00634,-0.03335,0.80343,0.69903
AAPL260618P00240000,AAPL,2026-06-18,240.0,put,0.0,48.58,47.35,218,49.8,235,0,909,2025-04-17,0.33492,0.00545,-0.01298,0.82884,-1.92504
AAPL260618C00245000,AAPL,2026-06-18,245.0,call,11.74,11.4,11.2,11,11.6,10,15,1164,2025-04-17,0.27577,0.00624,-0.0318,0.78066,0.65018
AAPL260618P00245000,AAPL,2026-06-18,245.0,put,0.0,52.5,50.95,105,54.05,224,0,524,2025-04-17,0.3404,0.0053,-0.01225,0.81935,-2.01238
AAPL260618C00250000,AAPL,2026-06-18,250.0,call,10.25,10.03,9.8,5,10.25,12,109,14482,2025-04-17,0.27196,0.0061,-0.03009,0.75343,0.601
AAPL260618P00250000,AAPL,2026-06-18,250.0,put,55.15,56.3,55.25,222,57.35,210,5,1810,2025-04-17,0.34345,0.00518,-0.01119,0.80766,-2.09968
AAPL260618C00255000,AAPL,2026-06-18,255.0,call,7.85,8.85,8.65,14,9.05,12,0,1527,2025-04-17,0.26922,0.00592,-0.02843,0.72374,0.55407
AAPL260618P00255000,AAPL,2026-06-18,255.0,put,0.0,60.55,59.3,196,61.8,195,0,834,2025-04-17,0.35123,0.005,-0.01069,0.79769,-2.18126
AAPL260618C00260000,AAPL,2026-06-18,260.0,call,7.9,7.78,7.6,12,7.95,11,23,3409,2025-04-17,0.26662,0.00571,-0.02674,0.69136,0.50862
AAPL260618P00260000,AAPL,2026-06-18,260.0,put,64.4,64.85,63.55,27,66.15,248,53,618,2025-04-17,0.359,0.00483,-0.01019,0.78764,-2.26073
AAPL260618C00265000,AAPL,2026-06-18,265.0,call,7.15,6.83,6.65,23,7.0,13,24,2952,2025-04-17,0.26434,0.00548,-0.02506,0.65713,0.46523
AAPL260618P00265000,AAPL,2026-06-18,265.0,put,68.8,68.5,67.35,149,69.65,81,114,311,2025-04-17,0.35763,0.00475,-0.00847,0.7707,-2.34739
AAPL260618C00270000,AAPL,2026-06-18,270.0,call,5.92,5.97,5.8,14,6.15,12,90,2688,2025-04-17,0.2619,0.00522,-0.02333,0.62081,0.42329
AAPL260618P00270000,AAPL,2026-06-18,270.0,put,0.0,73.78,72.45,100,75.1,106,0,345,2025-04-17,0.37684,0.0045,-0.00951,0.76965,-2.41173
AAPL260618C00275000,AAPL,2026-06-18,275.0,call,5.15,5.22,5.1,1,5.35,10,21,1188,2025-04-17,0.26007,0.00495,-0.0217,0.58445,0.38454
AAPL260618P00275000,AAPL,2026-06-18,275.0,put,0.0,78.33,76.45,13,80.2,114,0,191,2025-04-17,0.38613,0.00434,-0.00924,0.7615,-2.48424
AAPL260618C00280000,AAPL,2026-06-18,280.0,call,4.65,4.55,4.4,12,4.7,13,82,8488,2025-04-17,0.25809,0.00467,-0.02006,0.54703,0.34756
AAPL260618P00280000,AAPL,2026-06-18,280.0,put,0.0,82.85,81.75,105,83.95,105,0,324,2025-04-17,0.39467,0.0042,-0.00889,0.75316,-2.556
AAPL260618C00285000,AAPL,2026-06-18,285.0,call,4.15,3.95,3.8,108,4.1,13,16,2447,2025-04-17,0.25626,0.00438,-0.01847,0.50967,0.31308
AAPL260618P00285000,AAPL,2026-06-18,285.0,put,0.0,87.78,86.4,105,89.15,105,0,0,2025-04-17,0.40808,0.00405,-0.00923,0.74955,-2.62147
AAPL260618C00290000,AAPL,2026-06-18,290.0,call,3.4,3.47,3.3,18,3.65,63,20,2318,2025-04-17,0.2555,0.0041,-0.01709,0.47532,0.28313
AAPL260618P00290000,AAPL,2026-06-18,290.0,put,0.0,93.4,92.2,105,94.6,105,0,0,2025-04-17,0.43049,0.00386,-0.01087,0.75415,-2.6772
AAPL260618C00300000,AAPL,2026-06-18,300.0,call,2.76,2.65,2.55,1,2.75,15,71,6149,2025-04-17,0.25367,0.00354,-0.01444,0.40804,0.22907
AAPL260618P00300000,AAPL,2026-06-18,300.0,put,0.0,103.08,101.2,105,104.95,105,0,0,2025-04-17,0.45351,0.00363,-0.01119,0.74665,-2.80662
AAPL260618C00310000,AAPL,2026-06-18,310.0,call,2.1,2.02,1.93,19,2.12,18,54,2967,2025-04-17,0.2523,0.00303,-0.0121,0.34647,0.18415
AAPL260618P00310000,AAPL,2026-06-18,310.0,put,0.0,112.8,111.25,105,114.35,105,0,0,2025-04-17,0.47607,0.00343,-0.01154,0.74061,-2.93299
AAPL260618C00320000,AAPL,2026-06-18,320.0,call,1.52,1.57,1.49,40,1.66,21,1,3175,2025-04-17,0.2523,0.00257,-0.01021,0.29446,0.14915
AAPL260618P00320000,AAPL,2026-06-18,320.0,put,0.0,122.85,121.1,105,124.6,105,0,0,2025-04-17,0.50214,0.00324,-0.0125,0.73915,-3.05358
AAPL260618C00330000,AAPL,2026-06-18,330.0,call,1.15,1.23,1.15,25,1.31,24,0,747,2025-04-17,0.25291,0.00218,-0.00863,0.25003,0.12124
AAPL260618P00330000,AAPL,2026-06-18,330.0,put,0.0,132.78,131.4,105,134.15,105,0,0,2025-04-17,0.52576,0.00309,-0.01319,0.73704,-3.17408
AAPL260618C00340000,AAPL,2026-06-18,340.0,call,1.03,0.98,0.91,26,1.05,25,4,7092,2025-04-17,0.25413,0.00185,-0.00734,0.21283,0.09925
AAPL260618P00340000,AAPL,2026-06-18,340.0,put,0.0,142.9,141.5,105,144.3,105,0,0,2025-04-17,0.55107,0.00295,-0.01421,0.7375,-3.29147
AAPL260618C00350000,AAPL,2026-06-18,350.0,call,0.76,0.78,0.72,30,0.85,7,10,1432,2025-04-17,0.25534,0.00156,-0.00623,0.18067,0.08125
AAPL260618P00350000,AAPL,2026-06-18,350.0,put,0.0,153.0,151.65,105,154.35,105,0,0,2025-04-17,0.57546,0.00283,-0.01518,0.73822,-3.40816
AAPL260618C00360000,AAPL,2026-06-18,360.0,call,0.71,0.64,0.53,11,0.74,8,0,1262,2025-04-17,0.25763,0.00133,-0.00538,0.15557,0.06782
AAPL260618P00360000,AAPL,2026-06-18,360.0,put,0.0,163.1,161.55,105,164.65,105,0,0,2025-04-17,0.59924,0.00272,-0.01614,0.73932,-3.5241
AAPL260618C00370000,AAPL,2026-06-18,370.0,call,0.54,0.51,0.47,37,0.54,1,122,265,2025-04-17,0.2587,0.00112,-0.00455,0.13147,0.0555
AAPL260618P00370000,AAPL,2026-06-18,370.0,put,0.0,173.25,171.75,105,174.75,105,0,0,2025-04-17,0.62302,0.00262,-0.01717,0.74116,-3.63903
AAPL260618C00380000,AAPL,2026-06-18,380.0,call,0.5,0.46,0.35,12,0.56,12,0,206,2025-04-17,0.26419,0.001,-0.00421,0.11985,0.04967
AAPL260618P00380000,AAPL,2026-06-18,380.0,put,0.0,183.18,181.7,105,184.65,105,0,0,2025-04-17,0.64329,0.00254,-0.01774,0.74106,-3.7554
AAPL260618C00390000,AAPL,2026-06-18,390.0,call,0.38,0.33,0.29,13,0.38,1,2,601,2025-04-17,0.26098,0.00079,-0.00325,0.09388,0.0374
AAPL260618P00390000,AAPL,2026-06-18,390.0,put,0.0,192.98,191.4,105,194.55,105,0,0,2025-04-17,0.66128,0.00247,-0.01803,0.73994,-3.87235
AAPL261218C00005000,AAPL,2026-12-18,5.0,call,180.0,192.0,190.0,100,194.0,100,0,5,2025-04-17,0.0256,0.0,-0.00055,0.0,0.07773
AAPL261218P00005000,AAPL,2026-12-18,5.0,put,0.0,0.01,0.0,0,0.11,67,0,111,2025-04-17,0.94923,0.0,-9e-05,0.00122,-0.00057
AAPL261218C00010000,AAPL,2026-12-18,10.0,call,162.32,187.03,185.05,100,189.0,100,0,3,2025-04-17,0.02493,0.0,-0.0011,0.0,0.15546
AAPL261218P00010000,AAPL,2026-12-18,10.0,put,0.0,0.08,0.01,10,0.14,62,0,92,2025-04-17,0.932,1e-05,-0.00054,0.00743,-0.00415
AAPL261218C00015000,AAPL,2026-12-18,15.0,call,169.43,182.12,180.2,100,184.05,100,0,3,2025-04-17,0.02427,0.0,-0.00166,0.0,0.23319
AAPL261218P00015000,AAPL,2026-12-18,15.0,put,0.0,0.12,0.06,10,0.18,53,0,302,2025-04-17,0.8381,2e-05,-0.00076,0.0118,-0.00667
AAPL261218C00020000,AAPL,2026-12-18,20.0,call,177.15,177.43,175.5,100,179.35,100,0,6,2025-04-17,0.0236,0.0,-0.00221,0.0,0.31091
AAPL261218P00020000,AAPL,2026-12-18,20.0,put,0.0,0.19,0.11,30,0.27,77,0,2349,2025-04-17,0.78612,4e-05,-0.00112,0.01852,-0.01084
AAPL261218C00025000,AAPL,2026-12-18,25.0,call,164.99,172.73,170.8,100,174.65,100,0,1,2025-04-17,0.02293,0.0,-0.00276,0.0,0.38864
AAPL261218P00025000,AAPL,2026-12-18,25.0,put,0.0,0.24,0.16,10,0.32,73,0,222,2025-04-17,0.7311,5e-05,-0.00135,0.02425,-0.01433
AAPL261218C00030000,AAPL,2026-12-18,30.0,call,149.3,168.15,166.25,100,170.05,100,0,11,2025-04-17,0.02227,0.0,-0.00331,0.0,0.46637
AAPL261218P00030000,AAPL,2026-12-18,30.0,put,0.0,0.28,0.22,30,0.35,78,0,809,2025-04-17,0.6814,7e-05,-0.00153,0.02962,-0.01758
AAPL261218C00035000,AAPL,2026-12-18,35.0,call,146.2,163.35,161.5,7,165.2,100,0,3,2025-04-17,0.0216,0.0,-0.00386,0.0,0.5441
AAPL261218P00035000,AAPL,2026-12-18,35.0,put,0.0,0.32,0.26,10,0.37,6,0,238,2025-04-17,0.63887,9e-05,-0.0017,0.03527,-0.02103
AAPL261218C00040000,AAPL,2026-12-18,40.0,call,165.75,158.8,157.05,100,160.55,100,0,4,2025-04-17,0.02093,0.0,-0.00441,0.0,0.62183
AAPL261218P00040000,AAPL,2026-12-18,40.0,put,0.0,0.39,0.33,10,0.45,10,0,55,2025-04-17,0.60869,0.00011,-0.00198,0.04338,-0.02631
AAPL261218C00045000,AAPL,2026-12-18,45.0,call,160.34,154.18,152.5,105,155.85,105,0,57,2025-04-17,0.02027,0.0,-0.00497,0.0,0.69956
AAPL261218P00045000,AAPL,2026-12-18,45.0,put,0.0,0.47,0.41,10,0.54,10,0,136,2025-04-17,0.58232,0.00014,-0.00228,0.05255,-0.03245
AAPL261218C00050000,AAPL,2026-12-18,50.0,call,130.55,149.68,147.95,105,151.4,105,0,1986,2025-04-17,0.0196,0.0,-0.00552,0.0,0.77728
AAPL261218P00050000,AAPL,2026-12-18,50.0,put,0.57,0.56,0.52,30,0.6,2,1,1720,2025-04-17,0.55869,0.00017,-0.00259,0.06277,-0.03947
AAPL261218C00060000,AAPL,2026-12-18,60.0,call,146.05,140.5,138.65,105,142.35,105,0,279,2025-04-17,0.01827,0.0,-0.00662,0.0,0.93274
AAPL261218P00060000,AAPL,2026-12-18,60.0,put,0.86,0.82,0.78,11,0.87,30,881,707,2025-04-17,0.52302,0.00026,-0.00343,0.08969,-0.05911
AAPL261218C00070000,AAPL,2026-12-18,70.0,call,124.22,131.45,129.95,105,132.95,105,0,2513,2025-04-17,0.01693,0.0,-0.00772,0.0,1.0882
AAPL261218P00070000,AAPL,2026-12-18,70.0,put,0.0,1.16,1.05,10,1.26,10,0,138,2025-04-17,0.49299,0.00038,-0.00436,0.12283,-0.08494
AAPL261218C00080000,AAPL,2026-12-18,80.0,call,113.67,122.47,121.15,105,123.8,105,0,422,2025-04-17,0.0156,0.0,-0.00883,0.0,1.24365
AAPL261218P00080000,AAPL,2026-12-18,80.0,put,1.61,1.61,1.54,22,1.69,22,1,3456,2025-04-17,0.46784,0.00054,-0.00542,0.16334,-0.11888
AAPL261218C00085000,AAPL,2026-12-18,85.0,call,114.13,118.25,116.75,105,119.75,118,0,640,2025-04-17,0.33507,0.00031,-0.01098,0.06826,1.28263
AAPL261218P00085000,AAPL,2026-12-18,85.0,put,1.92,1.91,1.77,9,2.04,8,2,219,2025-04-17,0.45824,0.00063,-0.00606,0.18793,-0.14089
AAPL261218C00090000,AAPL,2026-12-18,90.0,call,111.56,113.9,112.5,105,115.3,118,0,497,2025-04-17,0.3494,0.00047,-0.01253,0.10733,1.3325
AAPL261218P00090000,AAPL,2026-12-18,90.0,put,0.0,2.21,2.13,19,2.3,18,0,1677,2025-04-17,0.44726,0.00073,-0.00663,0.2125,-0.16352
AAPL261218C00095000,AAPL,2026-12-18,95.0,call,106.5,109.4,108.65,1,110.15,1,0,100,2025-04-17,0.34178,0.00058,-0.01349,0.12807,1.39481
AAPL261218P00095000,AAPL,2026-12-18,95.0,put,2.65,2.58,2.49,21,2.68,18,4,1851,2025-04-17,0.43827,0.00085,-0.00728,0.24027,-0.19039
AAPL261218C00100000,AAPL,2026-12-18,100.0,call,103.39,105.05,104.5,1,105.6,3,1,3341,2025-04-17,0.34239,0.00073,-0.0148,0.16193,1.44533
AAPL261218P00100000,AAPL,2026-12-18,100.0,put,3.0,3.04,2.92,17,3.15,18,251,2130,2025-04-17,0.43156,0.00097,-0.00803,0.27183,-0.22267
AAPL261218C00105000,AAPL,2026-12-18,105.0,call,91.28,100.93,100.2,1,101.65,1,0,206,2025-04-17,0.35062,0.00093,-0.01656,0.21049,1.4801
AAPL261218P00105000,AAPL,2026-12-18,105.0,put,0.0,3.48,3.35,42,3.6,19,0,2609,2025-04-17,0.42272,0.0011,-0.00867,0.30233,-0.25486
AAPL261218C00110000,AAPL,2026-12-18,110.0,call,99.05,96.78,96.35,3,97.2,3,0,584,2025-04-17,0.35153,0.00111,-0.01805,0.25254,1.51788
AAPL261218P00110000,AAPL,2026-12-18,110.0,put,4.03,4.05,3.95,10,4.15,16,2,1494,2025-04-17,0.41662,0.00125,-0.00942,0.33708,-0.2939
AAPL261218C00115000,AAPL,2026-12-18,115.0,call,91.7,92.68,92.15,2,93.2,1,1,150,2025-04-17,0.35107,0.0013,-0.01951,0.29522,1.55227
AAPL261218P00115000,AAPL,2026-12-18,115.0,put,0.0,4.62,4.5,18,4.75,18,0,1415,2025-04-17,0.40915,0.0014,-0.01008,0.37134,-0.33393
AAPL261218C00120000,AAPL,2026-12-18,120.0,call,85.55,88.67,88.35,3,89.0,3,0,1269,2025-04-17,0.35046,0.00149,-0.02099,0.33971,1.58157
AAPL261218P00120000,AAPL,2026-12-18,120.0,put,0.0,5.3,5.15,15,5.45,15,0,1388,2025-04-17,0.40336,0.00156,-0.01081,0.40844,-0.37998
AAPL261218C00125000,AAPL,2026-12-18,125.0,call,85.25,84.72,84.4,5,85.05,3,1,347,2025-04-17,0.34894,0.0017,-0.0224,0.38441,1.60737
AAPL261218P00125000,AAPL,2026-12-18,125.0,put,0.0,6.05,5.9,25,6.2,16,0,3524,2025-04-17,0.39772,0.00173,-0.0115,0.44644,-0.42981
AAPL261218C00130000,AAPL,2026-12-18,130.0,call,80.85,80.83,80.5,3,81.15,3,0,1416,2025-04-17,0.34665,0.00191,-0.02376,0.42911,1.62969
AAPL261218P00130000,AAPL,2026-12-18,130.0,put,0.0,6.85,6.7,34,7.0,13,0,1475,2025-04-17,0.39193,0.00191,-0.01215,0.48482,-0.4829
AAPL261218C00135000,AAPL,2026-12-18,135.0,call,73.3,77.03,76.7,4,77.35,3,0,652,2025-04-17,0.34452,0.00213,-0.0251,0.47475,1.64679
AAPL261218P00135000,AAPL,2026-12-18,135.0,put,7.55,7.72,7.55,42,7.9,12,20,1616,2025-04-17,0.38629,0.00209,-0.01275,0.52369,-0.5399
AAPL261218C00140000,AAPL,2026-12-18,140.0,call,80.56,73.28,72.95,3,73.6,3,0,742,2025-04-17,0.34147,0.00235,-0.02633,0.5195,1.66108
AAPL261218P00140000,AAPL,2026-12-18,140.0,put,0.0,8.73,8.55,12,8.9,12,0,1215,2025-04-17,0.38202,0.00228,-0.01338,0.564,-0.60342
AAPL261218C00145000,AAPL,2026-12-18,145.0,call,67.45,69.57,69.05,2,70.1,1,0,191,2025-04-17,0.33766,0.00257,-0.02746,0.56338,1.67245
AAPL261218P00145000,AAPL,2026-12-18,145.0,put,0.0,9.8,9.6,19,10.0,12,0,965,2025-04-17,0.37745,0.00247,-0.01392,0.60376,-0.67013
AAPL261218C00150000,AAPL,2026-12-18,150.0,call,66.63,65.92,65.5,1,66.35,3,11,681,2025-04-17,0.33339,0.00281,-0.0285,0.60658,1.6803
AAPL261218P00150000,AAPL,2026-12-18,150.0,put,10.88,10.95,10.75,24,11.15,12,1,2007,2025-04-17,0.37302,0.00266,-0.01441,0.64315,-0.74098
AAPL261218C00155000,AAPL,2026-12-18,155.0,call,56.43,62.5,62.0,6,63.0,5,0,310,2025-04-17,0.33141,0.00303,-0.02961,0.65154,1.67806
AAPL261218P00155000,AAPL,2026-12-18,155.0,put,11.95,12.2,12.0,12,12.4,12,21,623,2025-04-17,0.36876,0.00285,-0.01482,0.68189,-0.81595
AAPL261218C00160000,AAPL,2026-12-18,160.0,call,63.15,59.1,58.75,3,59.45,3,0,933,2025-04-17,0.32821,0.00326,-0.03056,0.69414,1.67418
AAPL261218P00160000,AAPL,2026-12-18,160.0,put,13.55,13.6,13.35,6,13.85,3,8,1821,2025-04-17,0.36556,0.00304,-0.01521,0.72023,-0.89695
AAPL261218C00165000,AAPL,2026-12-18,165.0,call,53.0,55.77,55.4,6,56.15,5,0,419,2025-04-17,0.3247,0.00349,-0.0314,0.73515,1.66654
AAPL261218P00165000,AAPL,2026-12-18,165.0,put,14.6,15.03,14.75,12,15.3,5,26,1047,2025-04-17,0.36159,0.00323,-0.01547,0.75672,-0.98001
AAPL261218C00170000,AAPL,2026-12-18,170.0,call,56.25,52.58,52.2,3,52.95,3,0,1123,2025-04-17,0.32165,0.00371,-0.03216,0.77475,1.65346
AAPL261218P00170000,AAPL,2026-12-18,170.0,put,0.0,16.52,16.3,23,16.75,10,0,1236,2025-04-17,0.35717,0.00342,-0.01561,0.79146,-1.06577
AAPL261218C00175000,AAPL,2026-12-18,175.0,call,52.5,49.4,48.95,2,49.85,3,0,938,2025-04-17,0.31754,0.00394,-0.03276,0.81179,1.6385
AAPL261218P00175000,AAPL,2026-12-18,175.0,put,0.0,18.17,17.95,12,18.4,8,0,1257,2025-04-17,0.35382,0.00359,-0.01571,0.8248,-1.15721
AAPL261218C00180000,AAPL,2026-12-18,180.0,call,46.5,46.38,45.95,1,46.8,3,1,1041,2025-04-17,0.31418,0.00416,-0.03329,0.84692,1.61764
AAPL261218P00180000,AAPL,2026-12-18,180.0,put,0.0,19.98,19.75,9,20.2,9,0,3834,2025-04-17,0.35123,0.00376,-0.01575,0.85616,-1.25342
AAPL261218C00185000,AAPL,2026-12-18,185.0,call,43.0,43.58,43.25,6,43.9,3,0,1336,2025-04-17,0.31236,0.00434,-0.03381,0.87973,1.58978
AAPL261218P00185000,AAPL,2026-12-18,185.0,put,0.0,21.93,21.6,36,22.25,10,0,672,2025-04-17,0.34909,0.00391,-0.01572,0.8851,-1.35345
